algo	pivot	neighborhood	init	instance	size	final_cost	rpd	time_sec
II	best	exchange	cw	N-t70n11xx_250	250	2329521	4.699291	0.652071
II	best	exchange	cw	N-t74d11xx_150	150	9023249	3.967574	0.053868
II	best	exchange	cw	N-t74d11xx_250	250	23581171	3.475523	0.907919
II	best	exchange	cw	N-t75d11xx_150	150	9232263	4.250892	0.076229
II	best	exchange	cw	N-t75d11xx_250	250	24288145	2.913668	0.864503
II	best	exchange	cw	N-t75e11xx_150	150	39867656	4.095572	0.072064
II	best	exchange	cw	N-t75e11xx_250	250	101928444	4.627355	0.763029
II	best	exchange	cw	N-t75k11xx_150	150	1471961	4.517072	0.055025
II	best	exchange	cw	N-t75k11xx_250	250	3931395	3.968246	0.79567
II	best	exchange	cw	N-t75n11xx_150	150	1677537	3.760956	0.067386
II	best	exchange	cw	N-t75n11xx_250	250	4346980	3.932912	0.76186
II	best	exchange	cw	N-tiw56n54_150	150	803240	4.141680	0.05796
II	best	exchange	cw	N-tiw56n54_250	250	2027235	3.406400	0.655492
II	best	exchange	cw	N-tiw56n58_150	150	1102351	4.590736	0.061622
II	best	exchange	cw	N-tiw56n58_250	250	2781828	4.294590	0.78008
II	best	exchange	cw	N-tiw56n62_150	150	1552959	4.546133	0.06528
II	best	exchange	cw	N-tiw56n62_250	250	3990976	3.663489	0.776737
II	best	exchange	cw	N-tiw56n66_150	150	1992070	5.482443	0.050218
II	best	exchange	cw	N-tiw56n66_250	250	5157106	3.971731	0.749875
II	best	exchange	cw	N-tiw56n67_150	150	2289935	3.497412	0.062696
II	best	exchange	cw	N-tiw56n67_250	250	6120778	3.226634	0.771575
II	best	exchange	cw	N-tiw56n72_150	150	3936176	4.829195	0.058814
II	best	exchange	cw	N-tiw56n72_250	250	10800179	3.134854	0.84549
II	best	exchange	cw	N-tiw56r54_150	150	914344	4.576118	0.062282
II	best	exchange	cw	N-tiw56r54_250	250	2301150	3.610658	0.675851
II	best	exchange	cw	N-tiw56r58_150	150	1174171	3.700827	0.059016
II	best	exchange	cw	N-tiw56r58_250	250	2965452	3.100032	0.810207
II	best	exchange	cw	N-tiw56r66_150	150	1849858	4.683590	0.065001
II	best	exchange	cw	N-tiw56r66_250	250	4776037	3.483480	0.763163
II	best	exchange	cw	N-tiw56r67_150	150	1975258	3.943352	0.065667
II	best	exchange	cw	N-tiw56r67_250	250	5072893	4.097902	0.77908
II	best	exchange	cw	N-tiw56r72_150	150	2684657	4.926095	0.053845
II	best	exchange	cw	N-tiw56r72_250	250	7163734	3.862873	0.798471
II	best	insert	random	N-be75eec_150	150	3422308	1.737668	0.095289
II	best	insert	random	N-be75eec_250	250	8661395	2.610189	0.894515
II	best	insert	random	N-be75np_150	150	7044246	1.813118	0.085378
II	best	insert	random	N-be75np_250	250	17438981	2.105588	0.873698
II	best	insert	random	N-be75oi_150	150	2212618	1.509703	0.082695
II	best	insert	random	N-be75oi_250	250	5748063	2.741631	0.842501
II	best	insert	random	N-be75tot_150	150	11989949	2.423219	0.099384
II	best	insert	random	N-be75tot_250	250	30318649	2.067147	0.865449
II	best	insert	random	N-stabu1_150	150	2815434	2.096788	0.086706
II	best	insert	random	N-stabu1_250	250	7565869	2.280611	0.89117
II	best	insert	random	N-stabu2_150	150	4224250	2.386761	0.079187
II	best	insert	random	N-stabu2_250	250	11282792	1.892587	0.908087
II	best	insert	random	N-stabu3_150	150	4432284	1.732889	0.095272
II	best	insert	random	N-stabu3_250	250	11614266	2.403709	0.922117
II	best	insert	random	N-t59b11xx_150	150	3173655	2.034079	0.09117
II	best	insert	random	N-t59b11xx_250	250	8146530	3.154813	0.960429
II	best	insert	random	N-t59d11xx_150	150	1434708	1.913520	0.092634
II	best	insert	random	N-t59d11xx_250	250	3782677	1.522714	0.935111
II	best	insert	random	N-t59f11xx_150	150	1518942	1.605912	0.095313
II	best	insert	random	N-t59f11xx_250	250	3886358	2.670870	0.826643
II	best	insert	random	N-t59n11xx_150	150	315761	1.002947	0.1008
II	best	insert	random	N-t59n11xx_250	250	803197	2.714484	0.870974
II	best	insert	random	N-t65b11xx_150	150	6298106	2.412984	0.095183
II	best	insert	random	N-t65b11xx_250	250	16880766	2.276428	0.904781
II	best	insert	random	N-t65d11xx_150	150	3449880	3.075480	0.094814
II	best	insert	random	N-t65d11xx_250	250	9105394	2.633768	1.06058
II	best	insert	random	N-t65f11xx_150	150	3094701	2.045531	0.08459
II	best	insert	random	N-t65f11xx_250	250	8196647	2.531878	0.929917
II	best	insert	random	N-t65l11xx_150	150	249865	1.393471	0.090995
II	best	insert	random	N-t65l11xx_250	250	651004	2.288917	0.926918
II	best	insert	random	N-t65n11xx_150	150	539303	2.075416	0.098804
II	best	insert	random	N-t65n11xx_250	250	1388620	2.850363	0.872298
II	best	insert	random	N-t69r11xx_150	150	11597668	2.178559	0.082357
II	best	insert	random	N-t69r11xx_250	250	30985808	2.609130	0.939887
II	best	insert	random	N-t70b11xx_150	150	9420264	2.352644	0.091508
II	best	insert	random	N-t70b11xx_250	250	24902582	1.970091	0.986668
II	best	insert	random	N-t70d11xn_150	150	5651154	2.986929	0.094986
II	best	insert	random	N-t70d11xn_250	250	14903631	1.995336	1.01896
II	best	insert	random	N-t70d11xx_150	150	6019988	2.497336	0.095467
II	best	insert	random	N-t70d11xx_250	250	15576665	2.892097	0.886299
II	best	insert	random	N-t70f11xx_150	150	5053851	1.868819	0.100678
II	best	insert	random	N-t70f11xx_250	250	13235429	2.581352	0.972372
II	best	insert	random	N-t70l11xx_150	150	424035	2.936167	0.082867
II	best	insert	random	N-t70l11xx_250	250	1081829	2.811806	0.903695
II	best	insert	random	N-t70n11xx_150	150	923600	2.667579	0.091123
II	best	insert	random	N-t70n11xx_250	250	2379500	2.654650	0.933657
II	best	insert	random	N-t74d11xx_150	150	9178343	2.316943	0.099239
II	best	insert	random	N-t74d11xx_250	250	23934297	2.030077	0.924982
II	best	insert	random	N-t75d11xx_150	150	9431092	2.188809	0.09123
II	best	insert	random	N-t75d11xx_250	250	24461041	2.222555	1.02921
II	best	insert	random	N-t75e11xx_150	150	40530365	2.501379	0.083106
II	best	insert	random	N-t75e11xx_250	250	103649949	3.016573	0.91685
II	best	insert	random	N-t75k11xx_150	150	1505459	2.344129	0.082964
II	best	insert	random	N-t75k11xx_250	250	3981840	2.736032	1.00041
II	best	insert	random	N-t75n11xx_150	150	1703052	2.297180	0.080526
II	best	insert	random	N-t75n11xx_250	250	4413313	2.466971	1.03296
II	best	insert	random	N-tiw56n54_150	150	821525	1.959556	0.106892
II	best	insert	random	N-tiw56n54_250	250	2054279	2.117809	1.00937
II	best	insert	random	N-tiw56n58_150	150	1138679	1.446522	0.100654
II	best	insert	random	N-tiw56n58_250	250	2832070	2.566075	0.917469
II	best	insert	random	N-tiw56n62_150	150	1589283	2.313450	0.092397
II	best	insert	random	N-tiw56n62_250	250	4059584	2.007389	1.03199
II	best	insert	random	N-tiw56n66_150	150	2058584	2.326559	0.083137
II	best	insert	random	N-tiw56n66_250	250	5248847	2.263461	1.02231
II	best	insert	random	N-tiw56n67_150	150	2322902	2.108115	0.093255
II	best	insert	random	N-tiw56n67_250	250	6131092	3.063563	0.895558
II	best	insert	random	N-tiw56n72_150	150	4057011	1.907586	0.104312
II	best	insert	random	N-tiw56n72_250	250	10883000	2.392045	0.931374
II	best	insert	random	N-tiw56r54_150	150	938112	2.095613	0.098004
II	best	insert	random	N-tiw56r54_250	250	2348064	1.645549	0.953894
II	best	insert	random	N-tiw56r58_150	150	1185238	2.793171	0.084334
II	best	insert	random	N-tiw56r58_250	250	2981062	2.589955	0.875205
II	best	insert	random	N-tiw56r66_150	150	1886229	2.809525	0.087843
II	best	insert	random	N-tiw56r66_250	250	4826698	2.459697	1.07326
II	best	insert	random	N-tiw56r67_150	150	2021961	1.672189	0.088952
II	best	insert	random	N-tiw56r67_250	250	5194255	1.803576	1.03038
II	best	insert	random	N-tiw56r72_150	150	2725285	3.487303	0.094115
II	best	insert	random	N-tiw56r72_250	250	7247989	2.732173	0.889182
II	best	insert	cw	N-be75eec_150	150	3426444	1.618914	0.081087
II	best	insert	cw	N-be75eec_250	250	8656866	2.661113	0.854862
II	best	insert	cw	N-be75np_150	150	6993124	2.525687	0.075046
II	best	insert	cw	N-be75np_250	250	17420679	2.208327	0.872257
II	best	insert	cw	N-be75oi_150	150	2207033	1.758309	0.086546
II	best	insert	cw	N-be75oi_250	250	5755968	2.607876	0.834105
II	best	insert	cw	N-be75tot_150	150	12081880	1.675064	0.095068
II	best	insert	cw	N-be75tot_250	250	30112336	2.733563	0.821806
II	best	insert	cw	N-stabu1_150	150	2820215	1.930535	0.084713
II	best	insert	cw	N-stabu1_250	250	7544910	2.551313	0.854966
II	best	insert	cw	N-stabu2_150	150	4247598	1.847240	0.084295
II	best	insert	cw	N-stabu2_250	250	11228075	2.368369	0.8456
II	best	insert	cw	N-stabu3_150	150	4427867	1.830817	0.072651
II	best	insert	cw	N-stabu3_250	250	11609572	2.443154	0.979619
II	best	insert	cw	N-t59b11xx_150	150	3167600	2.220987	0.087538
II	best	insert	cw	N-t59b11xx_250	250	8204410	2.466741	0.751743
II	best	insert	cw	N-t59d11xx_150	150	1428840	2.314697	0.077792
II	best	insert	cw	N-t59d11xx_250	250	3760870	2.090432	0.887438
II	best	insert	cw	N-t59f11xx_150	150	1503917	2.579202	0.073003
II	best	insert	cw	N-t59f11xx_250	250	3870911	3.057721	0.753371
II	best	insert	cw	N-t59n11xx_150	150	311957	2.195573	0.087231
II	best	insert	cw	N-t59n11xx_250	250	806475	2.317444	0.861139
II	best	insert	cw	N-t65b11xx_150	150	6350136	1.606796	0.077262
II	best	insert	cw	N-t65b11xx_250	250	16845455	2.480845	0.802122
II	best	insert	cw	N-t65d11xx_150	150	3470305	2.501639	0.072177
II	best	insert	cw	N-t65d11xx_250	250	9143509	2.226195	0.912732
II	best	insert	cw	N-t65f11xx_150	150	3085856	2.325496	0.069601
II	best	insert	cw	N-t65f11xx_250	250	8244539	1.962384	0.811567
II	best	insert	cw	N-t65l11xx_150	150	249784	1.425437	0.074403
II	best	insert	cw	N-t65l11xx_250	250	654014	1.837137	0.946099
II	best	insert	cw	N-t65n11xx_150	150	537031	2.487957	0.075011
II	best	insert	cw	N-t65n11xx_250	250	1391217	2.668673	0.83893
II	best	insert	cw	N-t69r11xx_150	150	11512733	2.894950	0.084228
II	best	insert	cw	N-t69r11xx_250	250	30974904	2.643402	0.763303
II	best	insert	cw	N-t70b11xx_150	150	9486371	1.667401	0.081048
II	best	insert	cw	N-t70b11xx_250	250	24923123	1.889230	0.888463
II	best	insert	cw	N-t70d11xn_150	150	5686328	2.383099	0.077538
II	best	insert	cw	N-t70d11xn_250	250	14907181	1.971992	0.837317
II	best	insert	cw	N-t70d11xx_150	150	6053715	1.951078	0.08377
II	best	insert	cw	N-t70d11xx_250	250	15736486	1.895743	0.858778
II	best	insert	cw	N-t70f11xx_150	150	5012967	2.662668	0.078516
II	best	insert	cw	N-t70f11xx_250	250	13318332	1.971149	0.787765
II	best	insert	cw	N-t70l11xx_150	150	421948	3.413893	0.075641
II	best	insert	cw	N-t70l11xx_250	250	1090184	2.061218	0.771015
II	best	insert	cw	N-t70n11xx_150	150	921403	2.899107	0.072759
II	best	insert	cw	N-t70n11xx_250	250	2384953	2.431568	0.789554
II	best	insert	cw	N-t74d11xx_150	150	9180435	2.294678	0.067399
II	best	insert	cw	N-t74d11xx_250	250	23838915	2.420503	0.808734
II	best	insert	cw	N-t75d11xx_150	150	9422568	2.277212	0.084048
II	best	insert	cw	N-t75d11xx_250	250	24483065	2.134519	0.827895
II	best	insert	cw	N-t75e11xx_150	150	40786659	1.884846	0.076347
II	best	insert	cw	N-t75e11xx_250	250	104077710	2.616325	0.842345
II	best	insert	cw	N-t75k11xx_150	150	1509805	2.062213	0.092208
II	best	insert	cw	N-t75k11xx_250	250	4027267	1.626391	0.861675
II	best	insert	cw	N-t75n11xx_150	150	1696529	2.671399	0.095112
II	best	insert	cw	N-t75n11xx_250	250	4389903	2.984326	0.748579
II	best	insert	cw	N-tiw56n54_150	150	820974	2.025312	0.080099
II	best	insert	cw	N-tiw56n54_250	250	2053188	2.169793	0.777837
II	best	insert	cw	N-tiw56n58_150	150	1128121	2.360324	0.083586
II	best	insert	cw	N-tiw56n58_250	250	2837045	2.394916	0.846017
II	best	insert	cw	N-tiw56n62_150	150	1589149	2.321686	0.080786
II	best	insert	cw	N-tiw56n62_250	250	4037263	2.546186	0.75045
II	best	insert	cw	N-tiw56n66_150	150	2057153	2.394456	0.075848
II	best	insert	cw	N-tiw56n66_250	250	5254980	2.149261	0.948653
II	best	insert	cw	N-tiw56n67_150	150	2305812	2.828323	0.084559
II	best	insert	cw	N-tiw56n67_250	250	6228029	1.530928	0.889177
II	best	insert	cw	N-tiw56n72_150	150	4024242	2.699891	0.080131
II	best	insert	cw	N-tiw56n72_250	250	10996057	1.378054	0.792671
II	best	insert	cw	N-tiw56r54_150	150	939999	1.898680	0.078712
II	best	insert	cw	N-tiw56r54_250	250	2322494	2.716612	0.777937
II	best	insert	cw	N-tiw56r58_150	150	1191670	2.265654	0.080603
II	best	insert	cw	N-tiw56r58_250	250	2980782	2.599105	0.79032
II	best	insert	cw	N-tiw56r66_150	150	1892893	2.466154	0.082009
II	best	insert	cw	N-tiw56r66_250	250	4829854	2.395919	0.841953
II	best	insert	cw	N-tiw56r67_150	150	2015860	1.968880	0.076261
II	best	insert	cw	N-tiw56r67_250	250	5202894	1.640257	0.975454
II	best	insert	cw	N-tiw56r72_150	150	2755797	2.406757	0.080268
II	best	insert	cw	N-tiw56r72_250	250	7306502	1.946930	0.95858
VND	vnd1	-	cw	N-be75eec_150	150	3423927	1.691183	0.414753
VND	vnd1	-	cw	N-be75eec_250	250	8728473	1.855955	5.36122
VND	vnd1	-	cw	N-be75np_150	150	7061148	1.577528	0.31583
VND	vnd1	-	cw	N-be75np_250	250	17451362	2.036087	5.00863
VND	vnd1	-	cw	N-be75oi_150	150	2212113	1.532182	0.34018
VND	vnd1	-	cw	N-be75oi_250	250	5782528	2.158476	4.64696
VND	vnd1	-	cw	N-be75tot_150	150	12029438	2.101849	0.333865
VND	vnd1	-	cw	N-be75tot_250	250	30263624	2.244884	5.05963
VND	vnd1	-	cw	N-stabu1_150	150	2804671	2.471058	0.335761
VND	vnd1	-	cw	N-stabu1_250	250	7576234	2.146738	5.12825
VND	vnd1	-	cw	N-stabu2_150	150	4275969	1.191648	0.399985
VND	vnd1	-	cw	N-stabu2_250	250	11299058	1.751149	5.37695
VND	vnd1	-	cw	N-stabu3_150	150	4437835	1.609819	0.376176
VND	vnd1	-	cw	N-stabu3_250	250	11596449	2.553428	5.19584
VND	vnd1	-	cw	N-t59b11xx_150	150	3166675	2.249541	0.2746
VND	vnd1	-	cw	N-t59b11xx_250	250	8236065	2.090429	4.3382
VND	vnd1	-	cw	N-t59d11xx_150	150	1427149	2.430305	0.222667
VND	vnd1	-	cw	N-t59d11xx_250	250	3754757	2.249577	3.50957
VND	vnd1	-	cw	N-t59f11xx_150	150	1518899	1.608698	0.247537
VND	vnd1	-	cw	N-t59f11xx_250	250	3920738	1.809865	3.9276
VND	vnd1	-	cw	N-t59n11xx_150	150	314076	1.531226	0.312147
VND	vnd1	-	cw	N-t59n11xx_250	250	803012	2.736892	3.93571
VND	vnd1	-	cw	N-t65b11xx_150	150	6307569	2.266358	0.331568
VND	vnd1	-	cw	N-t65b11xx_250	250	16950817	1.870899	4.96817
VND	vnd1	-	cw	N-t65d11xx_150	150	3484887	2.091957	0.294508
VND	vnd1	-	cw	N-t65d11xx_250	250	9166755	1.977620	4.78184
VND	vnd1	-	cw	N-t65f11xx_150	150	3097641	1.952473	0.308519
VND	vnd1	-	cw	N-t65f11xx_250	250	8232265	2.108337	4.72758
VND	vnd1	-	cw	N-t65l11xx_150	150	251150	0.886360	0.236668
VND	vnd1	-	cw	N-t65l11xx_250	250	652017	2.136873	3.22487
VND	vnd1	-	cw	N-t65n11xx_150	150	542710	1.456786	0.300689
VND	vnd1	-	cw	N-t65n11xx_250	250	1401121	1.975777	5.0536
VND	vnd1	-	cw	N-t69r11xx_150	150	11588113	2.259151	0.377817
VND	vnd1	-	cw	N-t69r11xx_250	250	30867009	2.982525	5.3558
VND	vnd1	-	cw	N-t70b11xx_150	150	9402167	2.540232	0.291474
VND	vnd1	-	cw	N-t70b11xx_250	250	24837834	2.224973	4.59664
VND	vnd1	-	cw	N-t70d11xn_150	150	5643780	3.113518	0.347086
VND	vnd1	-	cw	N-t70d11xn_250	250	14893300	2.063272	5.3559
VND	vnd1	-	cw	N-t70d11xx_150	150	6054666	1.935675	0.389698
VND	vnd1	-	cw	N-t70d11xx_250	250	15745106	1.842004	5.08028
VND	vnd1	-	cw	N-t70f11xx_150	150	5046490	2.011749	0.293468
VND	vnd1	-	cw	N-t70f11xx_250	250	13277568	2.271190	4.54467
VND	vnd1	-	cw	N-t70l11xx_150	150	423267	3.111967	0.313626
VND	vnd1	-	cw	N-t70l11xx_250	250	1092891	1.818030	4.55686
VND	vnd1	-	cw	N-t70n11xx_150	150	921380	2.901530	0.376403
VND	vnd1	-	cw	N-t70n11xx_250	250	2388832	2.272878	5.4894
VND	vnd1	-	cw	N-t74d11xx_150	150	9220197	1.871500	0.376765
VND	vnd1	-	cw	N-t74d11xx_250	250	24023900	1.663307	5.61617
VND	vnd1	-	cw	N-t75d11xx_150	150	9451112	1.981178	0.332657
VND	vnd1	-	cw	N-t75d11xx_250	250	24474882	2.167229	5.55217
VND	vnd1	-	cw	N-t75e11xx_150	150	40737693	2.002637	0.424854
VND	vnd1	-	cw	N-t75e11xx_250	250	104733395	2.002812	5.78533
VND	vnd1	-	cw	N-t75k11xx_150	150	1519354	1.442790	0.410551
VND	vnd1	-	cw	N-t75k11xx_250	250	4016396	1.891936	4.53395
VND	vnd1	-	cw	N-t75n11xx_150	150	1681988	3.505606	0.304101
VND	vnd1	-	cw	N-t75n11xx_250	250	4448195	1.696088	5.05969
VND	vnd1	-	cw	N-tiw56n54_150	150	824170	1.643903	0.282078
VND	vnd1	-	cw	N-tiw56n54_250	250	2059480	1.869992	4.76905
VND	vnd1	-	cw	N-tiw56n58_150	150	1138899	1.427481	0.298984
VND	vnd1	-	cw	N-tiw56n58_250	250	2845563	2.101865	4.68322
VND	vnd1	-	cw	N-tiw56n62_150	150	1586251	2.499814	0.281625
VND	vnd1	-	cw	N-tiw56n62_250	250	4082805	1.446867	5.90313
VND	vnd1	-	cw	N-tiw56n66_150	150	2069331	1.816647	0.319445
VND	vnd1	-	cw	N-tiw56n66_250	250	5246606	2.305190	5.32005
VND	vnd1	-	cw	N-tiw56n67_150	150	2318571	2.290632	0.3157
VND	vnd1	-	cw	N-tiw56n67_250	250	6234847	1.423131	5.56604
VND	vnd1	-	cw	N-tiw56n72_150	150	4056928	1.909593	0.296339
VND	vnd1	-	cw	N-tiw56n72_250	250	10967544	1.633783	5.63099
VND	vnd1	-	cw	N-tiw56r54_150	150	943119	1.573067	0.307895
VND	vnd1	-	cw	N-tiw56r54_250	250	2332813	2.284375	5.07027
VND	vnd1	-	cw	N-tiw56r58_150	150	1200984	1.501769	0.318649
VND	vnd1	-	cw	N-tiw56r58_250	250	3007327	1.731713	4.82131
VND	vnd1	-	cw	N-tiw56r66_150	150	1893630	2.428179	0.313071
VND	vnd1	-	cw	N-tiw56r66_250	250	4847994	2.029337	4.8397
VND	vnd1	-	cw	N-tiw56r67_150	150	2010072	2.250350	0.325086
VND	vnd1	-	cw	N-tiw56r67_250	250	5204322	1.613261	5.39753
VND	vnd1	-	cw	N-tiw56r72_150	150	2775047	1.725042	0.339251
VND	vnd1	-	cw	N-tiw56r72_250	250	7318994	1.779287	5.19598
VND	vnd2	-	cw	N-be75eec_150	150	3412568	2.017326	0.247254
VND	vnd2	-	cw	N-be75eec_250	250	8716770	1.987545	3.14452
VND	vnd2	-	cw	N-be75np_150	150	7026788	2.056458	0.254432
VND	vnd2	-	cw	N-be75np_250	250	17442555	2.085525	3.07227
VND	vnd2	-	cw	N-be75oi_150	150	2208522	1.692029	0.219105
VND	vnd2	-	cw	N-be75oi_250	250	5790951	2.015957	2.80307
VND	vnd2	-	cw	N-be75tot_150	150	11984850	2.464715	0.227972
VND	vnd2	-	cw	N-be75tot_250	250	30379558	1.870404	3.52927
VND	vnd2	-	cw	N-stabu1_150	150	2834852	1.421551	0.246875
VND	vnd2	-	cw	N-stabu1_250	250	7594739	1.907731	3.58309
VND	vnd2	-	cw	N-stabu2_150	150	4254457	1.688743	0.290587
VND	vnd2	-	cw	N-stabu2_250	250	11324899	1.526454	3.86331
VND	vnd2	-	cw	N-stabu3_150	150	4456390	1.198441	0.272514
VND	vnd2	-	cw	N-stabu3_250	250	11678172	1.866698	3.58799
VND	vnd2	-	cw	N-t59b11xx_150	150	3150515	2.748376	0.177256
VND	vnd2	-	cw	N-t59b11xx_250	250	8234360	2.110698	2.64324
VND	vnd2	-	cw	N-t59d11xx_150	150	1447351	1.049158	0.237708
VND	vnd2	-	cw	N-t59d11xx_250	250	3748755	2.405831	2.80664
VND	vnd2	-	cw	N-t59f11xx_150	150	1512551	2.019909	0.193686
VND	vnd2	-	cw	N-t59f11xx_250	250	3918023	1.877858	2.52896
VND	vnd2	-	cw	N-t59n11xx_150	150	311425	2.362365	0.217977
VND	vnd2	-	cw	N-t59n11xx_250	250	806480	2.316838	2.78321
VND	vnd2	-	cw	N-t65b11xx_150	150	6355334	1.526255	0.240985
VND	vnd2	-	cw	N-t65b11xx_250	250	16871690	2.328969	3.1427
VND	vnd2	-	cw	N-t65d11xx_150	150	3456064	2.901740	0.267097
VND	vnd2	-	cw	N-t65d11xx_250	250	9172166	1.919759	2.99022
VND	vnd2	-	cw	N-t65f11xx_150	150	3065259	2.977439	0.209434
VND	vnd2	-	cw	N-t65f11xx_250	250	8251009	1.885448	3.43056
VND	vnd2	-	cw	N-t65l11xx_150	150	249554	1.516204	0.133867
VND	vnd2	-	cw	N-t65l11xx_250	250	652120	2.121413	1.58396
VND	vnd2	-	cw	N-t65n11xx_150	150	542783	1.443531	0.23781
VND	vnd2	-	cw	N-t65n11xx_250	250	1400328	2.031256	3.02598
VND	vnd2	-	cw	N-t69r11xx_150	150	11522086	2.816061	0.230397
VND	vnd2	-	cw	N-t69r11xx_250	250	31011248	2.529170	3.11523
VND	vnd2	-	cw	N-t70b11xx_150	150	9418476	2.371178	0.19912
VND	vnd2	-	cw	N-t70b11xx_250	250	24994359	1.608807	3.50859
VND	vnd2	-	cw	N-t70d11xn_150	150	5734405	1.557763	0.300786
VND	vnd2	-	cw	N-t70d11xn_250	250	14990150	1.426396	3.66698
VND	vnd2	-	cw	N-t70d11xx_150	150	6045046	2.091485	0.284071
VND	vnd2	-	cw	N-t70d11xx_250	250	15771189	1.679398	3.7312
VND	vnd2	-	cw	N-t70f11xx_150	150	5047823	1.985866	0.208204
VND	vnd2	-	cw	N-t70f11xx_250	250	13317091	1.980284	2.87898
VND	vnd2	-	cw	N-t70l11xx_150	150	426186	2.443792	0.146018
VND	vnd2	-	cw	N-t70l11xx_250	250	1090059	2.072448	2.09485
VND	vnd2	-	cw	N-t70n11xx_150	150	932271	1.753796	0.243406
VND	vnd2	-	cw	N-t70n11xx_250	250	2389731	2.236100	3.22131
VND	vnd2	-	cw	N-t74d11xx_150	150	9217727	1.897788	0.238548
VND	vnd2	-	cw	N-t74d11xx_250	250	23971182	1.879097	3.5084
VND	vnd2	-	cw	N-t75d11xx_150	150	9488954	1.588714	0.315682
VND	vnd2	-	cw	N-t75d11xx_250	250	24721662	1.180782	3.49277
VND	vnd2	-	cw	N-t75e11xx_150	150	40664694	2.178241	0.28438
VND	vnd2	-	cw	N-t75e11xx_250	250	105108179	1.652133	4.21138
VND	vnd2	-	cw	N-t75k11xx_150	150	1514430	1.762200	0.282208
VND	vnd2	-	cw	N-t75k11xx_250	250	4011729	2.005936	3.06014
VND	vnd2	-	cw	N-t75n11xx_150	150	1697767	2.600376	0.300988
VND	vnd2	-	cw	N-t75n11xx_250	250	4440000	1.877195	3.44755
VND	vnd2	-	cw	N-tiw56n54_150	150	827377	1.261181	0.22795
VND	vnd2	-	cw	N-tiw56n54_250	250	2058154	1.933173	3.36468
VND	vnd2	-	cw	N-tiw56n58_150	150	1138147	1.492567	0.220179
VND	vnd2	-	cw	N-tiw56n58_250	250	2847501	2.035190	3.06673
VND	vnd2	-	cw	N-tiw56n62_150	150	1590037	2.267105	0.211188
VND	vnd2	-	cw	N-tiw56n62_250	250	4071883	1.710508	3.19254
VND	vnd2	-	cw	N-tiw56n66_150	150	2066780	1.937684	0.22433
VND	vnd2	-	cw	N-tiw56n66_250	250	5258788	2.078354	3.71011
VND	vnd2	-	cw	N-tiw56n67_150	150	2339081	1.426298	0.228759
VND	vnd2	-	cw	N-tiw56n67_250	250	6214060	1.751786	3.3997
VND	vnd2	-	cw	N-tiw56n72_150	150	4070162	1.589615	0.248128
VND	vnd2	-	cw	N-tiw56n72_250	250	10995919	1.379292	3.50415
VND	vnd2	-	cw	N-tiw56r54_150	150	943210	1.563570	0.218484
VND	vnd2	-	cw	N-tiw56r54_250	250	2343152	1.851300	3.40677
VND	vnd2	-	cw	N-tiw56r58_150	150	1197532	1.784884	0.217897
VND	vnd2	-	cw	N-tiw56r58_250	250	3010905	1.614797	3.55689
VND	vnd2	-	cw	N-tiw56r66_150	150	1902403	1.976138	0.263447
VND	vnd2	-	cw	N-tiw56r66_250	250	4855654	1.874540	3.59699
VND	vnd2	-	cw	N-tiw56r67_150	150	2020441	1.746106	0.28998
VND	vnd2	-	cw	N-tiw56r67_250	250	5226714	1.189945	3.81889
VND	vnd2	-	cw	N-tiw56r72_150	150	2744568	2.804419	0.259578
VND	vnd2	-	cw	N-tiw56r72_250	250	7290787	2.157825	3.68212
